course_title,subject_catalog,instructors,year_term,term_type,start_date,end_date,start_time,end_time,weekdays,class_number,course_id,consent,enrolled,waitlist,lecture_sunday,lecture_monday,lecture_tuesday,lecture_wednesday,lecture_thursday,lecture_friday,lecture_saturday,description,notes,school,units,cross_registration,department,course_component,instruction_mode,grading_basis,course_requirements,general_education,quantitative_reasoning,divisional_distribution
Inherited basis for myocardial infarction,HBTM  378,Sekar Kathiresan,2025 Fall,Full Term,2025-09-02,2025-12-03,,,,10595,110226,No Consent,0/9999,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Supervised Reading Course for Undergraduates,PHYSICS   91R,Anna Klales,2025 Fall,Full Term,2025-09-02,2025-12-03,,,,10738,110569,Instructor,0/9999,0,False,False,False,False,False,False,False,"Open to selected concentrators in Physics, Chemistry and Physics, and other fields who wish to do supervised reading and studying of special topics in physics. Ordinarily such topics do not include those covered in a regular course of the Department. Honor grades in Physics 15 and a number of intermediate-level courses are ordinarily required. The student must be accepted by a member of the faculty.",A list of possible faculty sponsors and their fields is available in Lyman 238 and on the Physics Department's website. Course enrollment forms may be obtained from Lyman 238.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Physics,Tutorial,N/A,FAS Letter Graded,N/A,N/A,N/A,Science & Engineering & Applied Science
Classical Japanese,JAPAN  106A,Danica Truscott,2025 Fall,Full Term,2025-09-02,2025-12-03,10:30am,11:45am,Tue Thu,12397,110782,No Consent,0,0,False,False,True,False,True,False,False,"In this course, we will learn and practice reading the fundamental grammatical patterns of classical, or literary, Japanese (bungo). From Murasaki Shikibu’s The Tale of Genji to Bashō’s famous haiku, this linguistic form appears in a wide variety of Japanese literature. In fact, traces of classical Japanese can still be found in modern Japanese and are often employed in news articles and song lyrics. As we read poetry, short stories, diaries, and more, students will not only gain the ability to read premodern vernacular texts with the aid of a dictionary, but will also develop a deeper appreciation for Japanese language and culture across the ages.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,East Asian Langs & Civ,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
Celestial Navigation,ASTRON    2,Philip Sadler,2025 Fall,Full Term,2025-09-02,2025-12-03,12:00pm,1:15pm,Tue Thu,13563,111305,Instructor,0/35,0,False,False,True,False,True,False,False,"Never be lost again! Find your way on sea, land, or air by employing celestial and terrestrial techniques. Acquire expertise in using navigators' tools (sextant, compass, and charts) while learning the steps to the celestial dance of the sun, moon, stars, and planets. This 108-year-old course continues to rely on practical skills and collaborative problem-solving, while utilizing historical artifacts (instruments, maps, captains' logs) and student-built devices. Culminating in a day-long cruise to practice navigation skills.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Astronomy,Lecture,N/A,FAS Letter Graded,N/A,N/A,Yes,Science & Engineering & Applied Science
Direction of Doctoral Dissertations in Architecture,DESIGN  304,,2025 Fall,Dynamically Dated,2025-09-02,2025-12-03,,,,12472,111709,No Consent,0/9999,0,False,False,False,False,False,False,False,"Indicates time spent researching, reading, or writing in relation to doctoral studies.",,Faculty of Arts & Sciences,4,Not Available for Cross Registration,"Arch, Landscape & Urban Plan",Doctoral Dissertation,N/A,FAS Ungraded,N/A,N/A,N/A,None
Quantum Mechanics II,PHYSICS  143B,Matteo Mitrano,2025 Fall,Full Term,2025-09-02,2025-12-03,12:00pm,1:15pm,Mon Wed,10734,111731,No Consent,0/9999,0,False,True,False,True,False,False,False,"Introduction to path integrals, identical particles, many-electron theory, WKB approximation, time-dependent perturbation theory, scattering theory, relativistic quantum mechanics, and basics of quantum information.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Physics,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,Science & Engineering & Applied Science
Introduction to Functions and Calculus I,MATH     MA,Kate Penner,2025 Fall,Full Term,2025-09-02,2025-12-03,,,,13998,111161,No Consent,0,0,False,False,False,False,False,False,False,"This is the first half of a full-year course that studies functions and their rates of change. Fundamental ideas of calculus are introduced early and used to provide a framework for the study of mathematical modeling involving algebraic, exponential, and logarithmic functions. In this semester, we will emphasize conceptual mastery of and computational fluency with the critical ideas of differential calculus. There will be required workshops Tuesdays. This course is appropriate for students with and without calculus experience. Techniques from high school algebra are used right away and students who have taken a break from mathematics can expect to spend extra time reviewing them.","Math Ma is taught in small sections throughout the day on a Monday/Wednesday/Friday schedule (9:00-10:15 am, 10:30-11:45 am, 12-1:15 pm, 1:30-2:45 pm, and 3:00-4:15 pm with sufficient enrollment).  Completing your registration for Math Ma is a two-step process: first, you'll enroll in the course within my.harvard, and then, you'll fill out the Math Sectioning form in your my.harvard To-Do list to submit your time preferences. Please submit time preferences before 5pm on Tuesday, September 2. Note this To-Do list may take up to 15 minutes to appear after enrolling. If your time preferences change, you may submit the form again; only your latest submission will be used.  At a later date, you'll be asked to sign up for your Tuesday workshop.  In order to receive your section assignment, you are required to take the Math MA skills check in-person on September 2. Please see the course's Canvas site for more information.  This course, when taken together with Mathematics Mb, can be followed by Mathematics 1b. Mathematics Ma and Mb together cover all the material in Mathematics 1a (and more).",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Mathematics,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,Science & Engineering & Applied Science
Graduate Reading in Link Homology,MATH  317,William Ballinger,2025 Fall,Full Term,2025-09-02,2025-12-03,,,,14978,111732,No Consent,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Mathematics,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Signaling Networks in Development and Disease,GENETIC  317,Jordan Kreidberg,2025 Fall,Full Term,2025-09-02,2025-12-03,,,,10589,111381,No Consent,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Cell-Cell Signaling in Neural Development and Regeneration,CELLBIO  307,John Flanagan,2025 Fall,Full Term,2025-09-02,2025-12-03,,,,10774,111101,No Consent,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Supervised Reading and Research,ITAL   91R,"Ambrogio Camozzi Pistoja, Chiara Trebaiocchi",2025 Fall,Full Term,2025-09-02,2025-12-03,,,,12843,111393,Instructor,0/9999,0,False,False,False,False,False,False,False,Tutorial supervision of research on subjects not treated in regular courses.,"Limited to juniors and seniors. Students wishing to enroll must petition the Undergraduate Adviser in Italian for approval, stating the proposed project, and must have the consent of the proposed instructor. Ordinarily, students are required to have taken some course work in the area as background for their project. May not be taken more than twice, and only once for concentration credit.  This course is taught by members of the Department.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Romance Languages & Lit,Tutorial,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
Neuronal Metabolism and Excitability; Molecular Physiology of Ion Channels,NEUROBIO  343,Gary Yellen,2025 Fall,Full Term,2025-09-02,2025-12-03,,,,10770,111077,No Consent,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
American Government and Politics: Field Seminar,GOV 2305,"Marcel Roman, James Snyder",2025 Fall,Full Term,2025-09-02,2025-12-03,9:45am,11:45am,Thu,14655,111410,No Consent,0,0,False,False,False,False,True,False,False,Designed to acquaint PhD candidates in Government with a variety of approaches that have proved useful in examining important topics in the study of American government and politics.,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Government,Seminar,N/A,FAS Letter Graded,Course open to Doctoral Students Only,N/A,N/A,Social Sciences
Teaching Practicum,SOCIOL 3305,Emily Fairchild,2025 Fall,Full Term,2025-09-02,2025-12-03,9:00am,11:00am,Fri,12411,111781,Instructor,0,0,False,False,False,False,False,True,False,"This course is intended to enhance the teaching skills of graduate students in the Sociology Department. Through a combination of classroom discussions and teaching simulations, the seminar challenges students to discover and hone their teaching styles, to develop a personal philosophy about teaching and learning, to develop self‐confidence leading and facilitating small and large group discussions, to learn about the teaching resources that are available to them throughout the university, to experiment with designing engaging courses of study, and to discover that teaching can be a rewarding and stimulating element of an academic career.",Required of and limited to graduate students in Sociology. Attendance at first meeting is required. Not repeatable for credit.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Sociology,Thesis Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Introductory Mechanics and Relativity,PHYSICS   15A,"Anna Klales, Anna Wang-Holtzen, Gregorio Ponti",2025 Fall,Full Term,2025-09-02,2025-12-03,12:00pm,1:15pm,Tue Thu,11356,111164,No Consent,0,0,False,False,True,False,True,False,False,"Physics 15a is an introduction to the topics of Newtonian mechanics and special relativity, but it is also an introduction to what it means to be a physicist—formulating theoretical models to describe the natural world and testing those models for consistency with data. Topics include: vectors; kinematics in three dimensions; Newton's laws; force, work, power; conservative forces, potential energy; momentum, collisions; rotational motion, angular momentum, torque; static equilibrium, simple harmonic motion, damped and driven oscillations; gravitation; fictitious forces; fluids; special relativity; experimental methods and tools including: basic programming, experimental design and data acquisition, model testing and error analysis; scientific communication.","Principles of Scientific Inquiry (PSI) is the laboratory component of Physics 15a. Topics include experimental design, model testing, error analysis, basic programming, and oral presentations. PSI will meet weekly throughout the semester.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Physics,Lecture,N/A,FAS Letter Graded,N/A,N/A,Yes,Science & Engineering & Applied Science
